N,Iterative,Recursive,Dynamic Programming
258,0.000500,-,0.000083
259,0.000542,-,0.000000
260,0.000500,-,0.000042
261,0.000500,-,0.000000
262,0.000541,-,0.000042
263,0.000541,-,0.000042
264,0.000500,-,0.000000
265,0.000542,-,0.000042
266,0.000542,-,0.000042
267,0.000542,-,0.000042
268,0.000792,-,0.000042
269,0.000541,-,0.000042
270,0.000542,-,0.000000
271,0.000542,-,0.000042
272,0.000542,-,0.000042
273,0.000583,-,0.000042
274,0.000542,-,0.000041
275,0.000625,-,0.000000
276,0.000583,-,0.000000
277,0.000542,-,0.000041
278,0.000583,-,0.000041
279,0.000583,-,0.000125
280,0.000584,-,0.000083
281,0.000583,-,0.000042
282,0.000584,-,0.000042
283,0.000541,-,0.000000
284,0.000542,-,0.000041
285,0.000542,-,0.000041
286,0.000542,-,0.000042
287,0.000541,-,0.000042
288,0.000583,-,0.000042
289,0.000584,-,0.000042
290,0.002375,-,0.001833
291,0.000584,-,0.000042
292,0.000708,-,0.000000
293,0.000709,-,0.000042
294,0.000708,-,0.000000
295,0.000584,-,0.000041
296,0.000583,-,0.000042
297,0.000792,-,0.000042
298,0.000583,-,0.000042
299,0.000583,-,0.000042
300,0.000541,-,0.000000
301,0.000583,-,0.000042
302,0.000583,-,0.000042
303,0.000625,-,0.000041
304,0.000625,-,0.000000
305,0.000625,-,0.000000
306,0.000584,-,0.000042
307,0.000625,-,0.000000
308,0.000625,-,0.000042
309,0.000625,-,0.000000
310,0.000625,-,0.000000
311,0.000625,-,0.000041
312,0.000583,-,0.000041
313,0.000625,-,0.000042
314,0.000667,-,0.000042
315,0.000625,-,0.000042
316,0.000583,-,0.000000
317,0.000625,-,0.000041
318,0.000583,-,0.000041
319,0.000583,-,0.000000
320,0.000625,-,0.000000
321,0.000625,-,0.000042
322,0.000625,-,0.000000
323,0.000958,-,0.000042
324,0.000625,-,0.000000
325,0.000584,-,0.000042
326,0.000625,-,0.000042
327,0.000667,-,0.000042
328,0.000667,-,0.000041
329,0.000625,-,0.000000
330,0.000625,-,0.000042
331,0.000666,-,0.000042
332,0.000667,-,0.000041
333,0.000625,-,0.000042
334,0.000666,-,0.000041
335,0.000667,-,0.000000
336,0.000666,-,0.000000
337,0.000625,-,0.000041
338,0.000667,-,0.000042
339,0.000666,-,0.000042
340,0.000667,-,0.000000
341,0.000666,-,0.000000
342,0.000625,-,0.000000
343,0.000666,-,0.000042
344,0.000667,-,0.000000
345,0.000667,-,0.000042
346,0.000667,-,0.000000
347,0.000667,-,0.000042
348,0.002042,-,0.000000
349,0.000667,-,0.000041
350,0.000666,-,0.000042
351,0.000750,-,0.000000
352,0.000709,-,0.000041
353,0.000667,-,0.000042
354,0.000708,-,0.000000
355,0.000708,-,0.000042
356,0.000750,-,0.000000
357,0.000708,-,0.000041
358,0.000792,-,0.000042
359,0.000709,-,0.000000
360,0.000708,-,0.000042
361,0.000667,-,0.000042
362,0.000708,-,0.000000
363,0.000667,-,0.000000
364,0.000666,-,0.000041
365,0.000708,-,0.000042
366,0.000750,-,0.000000
367,0.000709,-,0.000000
368,0.000750,-,0.000041
369,0.000708,-,0.000042
370,0.000708,-,0.000042
371,0.001000,-,0.000000
372,0.000708,-,0.000000
373,0.000709,-,0.000000
374,0.000750,-,0.000041
375,0.000708,-,0.000000
376,0.000750,-,0.000000
377,0.000709,-,0.000041
378,0.000750,-,0.000000
379,0.000750,-,0.000000
380,0.000708,-,0.000041
381,0.000708,-,0.000042
382,0.000750,-,0.000000
383,0.000708,-,0.000042
384,0.000708,-,0.000000
385,0.000750,-,0.000000
386,0.000750,-,0.000000
387,0.000750,-,0.000041
388,0.000750,-,0.000041
389,0.000833,-,0.000042
390,0.000750,-,0.000000
391,0.000750,-,0.000042
392,0.001000,-,0.000042
393,0.000750,-,0.000000
394,0.000750,-,0.000000
395,0.000750,-,0.000042
396,0.000750,-,0.000000
397,0.000750,-,0.000042
398,0.000792,-,0.000042
399,0.000792,-,0.000042
400,0.000791,-,0.000042
401,0.000750,-,0.000042
402,0.000750,-,0.000041
403,0.000791,-,0.000042
404,0.000792,-,0.000042
405,0.000875,-,0.000000
406,0.000792,-,0.000041
407,0.000791,-,0.000000
408,0.000792,-,0.000042
409,0.000750,-,0.000042
410,0.000792,-,0.000000
411,0.000792,-,0.000000
412,0.001000,-,0.000042
413,0.000792,-,0.000000
414,0.000833,-,0.000000
415,0.000833,-,0.000042
416,0.000791,-,0.000000
417,0.000792,-,0.000042
418,0.000833,-,0.000000
419,0.000833,-,0.000000
420,0.000833,-,0.000000
421,0.000792,-,0.000042
422,0.000833,-,0.000042
423,0.000833,-,0.000000
424,0.000792,-,0.000000
425,0.000792,-,0.000041
426,0.000792,-,0.000041
427,0.000792,-,0.000042
428,0.000833,-,0.000000
429,0.000833,-,0.000000
430,0.000833,-,0.000042
431,0.000875,-,0.000042
432,0.001125,-,0.000000
433,0.000833,-,0.000042
434,0.000833,-,0.000042
435,0.000833,-,0.000042
436,0.000875,-,0.000000
437,0.000875,-,0.000000
438,0.000833,-,0.000000
439,0.000834,-,0.000000
440,0.000875,-,0.000042
441,0.000834,-,0.000041
442,0.000833,-,0.000042
443,0.000833,-,0.000000
444,0.000875,-,0.000042
445,0.000833,-,0.000000
446,0.000917,-,0.000042
447,0.000875,-,0.000000
448,0.000833,-,0.000042
449,0.000917,-,0.000000
450,0.001125,-,0.000042
451,0.000875,-,0.000042
452,0.000875,-,0.000041
453,0.000917,-,0.000000
454,0.000875,-,0.000041
455,0.000917,-,0.000041
456,0.000875,-,0.000041
457,0.000917,-,0.000042
458,0.000875,-,0.000000
459,0.000958,-,0.000041
460,0.000875,-,0.000041
461,0.000875,-,0.000000
462,0.000875,-,0.000042
463,0.000875,-,0.000000
464,0.000917,-,0.000042
465,0.000875,-,0.000042
466,0.001000,-,0.000000
467,0.000875,-,0.000041
468,0.001125,-,0.000000
469,0.000916,-,0.000000
470,0.000917,-,0.000042
471,0.000917,-,0.000042
472,0.000875,-,0.000000
473,0.000916,-,0.000042
474,0.000958,-,0.000000
475,0.000917,-,0.000000
476,0.000958,-,0.000042
477,0.001166,-,0.000042
478,0.001292,-,0.000042
479,0.001167,-,0.000042
480,0.000917,-,0.000000
481,0.000959,-,0.000042
482,0.000959,-,0.000042
483,0.000958,-,0.000042
484,0.000958,-,0.000000
485,0.015417,-,0.000000
486,0.000959,-,0.000042
487,0.000958,-,0.000000
488,0.000959,-,0.000041
489,0.000958,-,0.000000
490,0.000916,-,0.000000
491,0.000916,-,0.000000
492,0.000958,-,0.000042
493,0.000958,-,0.000041
494,0.000958,-,0.000042
495,0.000959,-,0.000041
496,0.000959,-,0.000042
497,0.000958,-,0.000000
498,0.001000,-,0.000042
499,0.000958,-,0.000042
500,0.000958,-,0.000000
501,0.001000,-,0.000000
502,0.014042,-,0.000000
503,0.000958,-,0.000000
504,0.000958,-,0.000042
505,0.001000,-,0.000042
506,0.000958,-,0.000042
507,0.001042,-,0.000000
508,0.001000,-,0.000042
509,0.001000,-,0.000000
510,0.001000,-,0.000041
511,0.001000,-,0.000042
512,0.001000,-,0.000000
513,0.001000,-,0.000250
514,0.001000,-,0.000041
515,0.001000,-,0.000041
516,0.001000,-,0.000000
517,0.001000,-,0.000042
518,0.006042,-,0.000042
519,0.001000,-,0.000000
520,0.001000,-,0.000041
521,0.001000,-,0.000041
522,0.001000,-,0.000041
523,0.001000,-,0.000042
524,0.001000,-,0.000000
525,0.001000,-,0.000042
526,0.001041,-,0.000042
527,0.001042,-,0.000042
528,0.001000,-,0.000000
529,0.001042,-,0.000000
530,0.001000,-,0.000041
531,0.001041,-,0.000000
532,0.001000,-,0.000042
533,0.001042,-,0.000000
534,0.008083,-,0.000041
535,0.001042,-,0.000041
536,0.001042,-,0.000042
537,0.001042,-,0.000000
538,0.001000,-,0.000041
539,0.001000,-,0.000000
540,0.001041,-,0.000000
541,0.001042,-,0.000042
542,0.001041,-,0.000042
543,0.001083,-,0.000042
544,0.001041,-,0.000041
545,0.001042,-,0.000000
546,0.001042,-,0.000041
547,0.001125,-,0.000041
548,0.001083,-,0.000042
549,0.007458,-,0.000042
550,0.001084,-,0.000000
551,0.001042,-,0.000000
552,0.001084,-,0.000000
553,0.001084,-,0.000000
554,0.001042,-,0.000000
555,0.001083,-,0.000042
556,0.001084,-,0.000042
557,0.001083,-,0.000042
558,0.001084,-,0.000042
559,0.001084,-,0.000041
560,0.001125,-,0.000042
561,0.001084,-,0.000042
562,0.001125,-,0.000042
563,0.001083,-,0.000042
564,0.009000,-,0.000042
565,0.001083,-,0.000000
566,0.001083,-,0.000000
567,0.001083,-,0.000000
568,0.001083,-,0.000041
569,0.001083,-,0.000000
570,0.001125,-,0.000000
571,0.001125,-,0.000041
572,0.001125,-,0.000000
573,0.001125,-,0.000042
574,0.001125,-,0.000000
575,0.001125,-,0.000042
576,0.001125,-,0.000041
577,0.001125,-,0.000042
578,0.006875,-,0.000000
579,0.001125,-,0.000042
580,0.001125,-,0.000041
581,0.001125,-,0.000042
582,0.001125,-,0.000041
583,0.001125,-,0.000042
584,0.001125,-,0.000042
585,0.001125,-,0.000000
586,0.001166,-,0.000000
587,0.001208,-,0.000000
588,0.001125,-,0.000000
589,0.001167,-,0.000000
590,0.001125,-,0.000042
591,0.001209,-,0.000000
592,0.007125,-,0.000042
593,0.001166,-,0.000000
594,0.001125,-,0.000000
595,0.001167,-,0.000042
596,0.001167,-,0.000041
597,0.001166,-,0.000042
598,0.001167,-,0.000000
599,0.001125,-,0.000000
600,0.001208,-,0.000041
601,0.001166,-,0.000041
602,0.001167,-,0.000000
603,0.001167,-,0.000000
604,0.001209,-,0.000000
605,0.001167,-,0.000000
606,0.009042,-,0.000042
607,0.001167,-,0.000042
608,0.001166,-,0.000041
609,0.001250,-,0.000042
610,0.001167,-,0.000042
611,0.001209,-,0.000000
612,0.001250,-,0.000000
613,0.001166,-,0.000042
614,0.001167,-,0.000042
615,0.001209,-,0.000042
616,0.001166,-,0.000000
617,0.001209,-,0.000000
618,0.001209,-,0.000000
619,0.006792,-,0.000000
620,0.001167,-,0.000042
621,0.001167,-,0.000000
622,0.001209,-,0.000042
623,0.001250,-,0.000041
624,0.001208,-,0.000000
625,0.001208,-,0.000000
626,0.001208,-,0.000042
627,0.001208,-,0.000000
628,0.001208,-,0.000042
629,0.001208,-,0.000041
630,0.001208,-,0.000042
631,0.001250,-,0.000042
632,0.006333,-,0.000041
633,0.001209,-,0.000042
634,0.001208,-,0.000042
635,0.001250,-,0.000041
636,0.001250,-,0.000042
637,0.001250,-,0.000000
638,0.001250,-,0.000042
639,0.001250,-,0.000042
640,0.001250,-,0.000042
641,0.001250,-,0.000042
642,0.001250,-,0.000042
643,0.001250,-,0.000041
644,0.001250,-,0.000000
645,0.007459,-,0.000041
646,0.001250,-,0.000042
647,0.001250,-,0.000000
648,0.001250,-,0.000000
649,0.001250,-,0.000042
650,0.001250,-,0.000042
651,0.001291,-,0.000042
652,0.001250,-,0.000000
653,0.001250,-,0.000042
654,0.001250,-,0.000041
655,0.001334,-,0.000042
656,0.001292,-,0.000042
657,0.003917,-,0.000042
658,0.001333,-,0.000000
659,0.001292,-,0.000042
660,0.001292,-,0.000000
661,0.001292,-,0.000041
662,0.001334,-,0.000000
663,0.001250,-,0.000000
664,0.001292,-,0.000000
665,0.001292,-,0.000000
666,0.001292,-,0.000042
667,0.001291,-,0.000041
668,0.001291,-,0.000042
669,0.001292,-,0.000000
670,0.008042,-,0.000042
671,0.001291,-,0.000000
672,0.001291,-,0.000041
673,0.001291,-,0.000041
674,0.001291,-,0.000042
675,0.001292,-,0.000042
676,0.001292,-,0.000042
677,0.001292,-,0.000000
678,0.001334,-,0.000042
679,0.001292,-,0.000042
680,0.001334,-,0.000041
681,0.001334,-,0.000000
682,0.007792,-,0.000000
683,0.001333,-,0.000041
684,0.001291,-,0.000041
685,0.000500,-,0.000042
686,0.000166,-,0.000042
687,0.000125,-,0.000042
688,0.000167,-,0.000000
689,0.000167,-,0.000041
690,0.000167,-,0.000000
691,0.000166,-,0.000042
692,0.000167,-,0.000042
693,0.000209,-,0.000042
694,0.000167,-,0.000000
695,0.000166,-,0.000000
696,0.000166,-,0.000041
697,0.000166,-,0.000041
698,0.000166,-,0.000041
699,0.000167,-,0.000042
700,0.000208,-,0.000041
701,0.000209,-,0.000042
702,0.000166,-,0.000042
703,0.000208,-,0.000042
704,0.000208,-,0.000042
705,0.000167,-,0.000041
706,0.000250,-,0.000000
707,0.000167,-,0.000000
708,0.000208,-,0.000042
709,0.000167,-,0.000042
710,0.000208,-,0.000042
711,0.000167,-,0.000042
712,0.000208,-,0.000041
713,0.000167,-,0.000042
714,0.000167,-,0.000042
715,0.000167,-,0.000042
716,0.000166,-,0.000042
717,0.000167,-,0.000000
718,0.000125,-,0.000041
719,0.000166,-,0.000000
720,0.000166,-,0.000042
721,0.000167,-,0.000041
722,0.000208,-,0.000041
723,0.000208,-,0.000000
724,0.000208,-,0.000000
725,0.000209,-,0.000000
726,0.000166,-,0.000042
727,0.000209,-,0.000041
728,0.000208,-,0.000042
729,0.000167,-,0.000000
730,0.000167,-,0.000000
731,0.000208,-,0.000042
732,0.000167,-,0.000042
733,0.000208,-,0.000042
734,0.000208,-,0.000042
735,0.000208,-,0.000042
736,0.000167,-,0.000041
737,0.000166,-,0.000042
738,0.000167,-,0.000000
739,0.000208,-,0.000041
740,0.000167,-,0.000042
741,0.000209,-,0.000042
742,0.000250,-,0.000000
743,0.000208,-,0.000041
744,0.000208,-,0.000042
745,0.000209,-,0.000000
746,0.000208,-,0.000000
747,0.000167,-,0.000000
748,0.000208,-,0.000000
749,0.000167,-,0.000041
750,0.000209,-,0.000000
751,0.000166,-,0.000000
752,0.000209,-,0.000042
753,0.000208,-,0.000042
754,0.000209,-,0.000042
755,0.000208,-,0.000042
756,0.000167,-,0.000000
757,0.000209,-,0.000041
758,0.000209,-,0.000042
759,0.000208,-,0.000042
760,0.000208,-,0.000042
761,0.000208,-,0.000041
762,0.000209,-,0.000000
763,0.000209,-,0.000000
764,0.000208,-,0.000000
765,0.000208,-,0.000000
766,0.000167,-,0.000000
767,0.000167,-,0.000041
768,0.000167,-,0.000000
769,0.000208,-,0.000000
770,0.000166,-,0.000041
771,0.000167,-,0.000042
772,0.000167,-,0.000042
773,0.000208,-,0.000000
774,0.000209,-,0.000000
775,0.000208,-,0.000000
776,0.000209,-,0.000042
777,0.000209,-,0.000042
778,0.000208,-,0.000000
779,0.000209,-,0.000000
780,0.000208,-,0.000042
781,0.000167,-,0.000000
782,0.000209,-,0.000042
783,0.000208,-,0.000000
784,0.000209,-,0.000000
785,0.000167,-,0.000041
786,0.000209,-,0.000000
787,0.000166,-,0.000084
788,0.000208,-,0.000000
789,0.000166,-,0.000000
790,0.000208,-,0.000000
791,0.000208,-,0.000000
792,0.000208,-,0.000000
793,0.000208,-,0.000000
794,0.000208,-,0.000000
795,0.000209,-,0.000000
796,0.000208,-,0.000000
797,0.000208,-,0.000042
798,0.000166,-,0.000000
799,0.000167,-,0.000042
800,0.000209,-,0.000042
801,0.000208,-,0.000000
802,0.000208,-,0.000000
803,0.000208,-,0.000000
804,0.000167,-,0.000042
805,0.000208,-,0.000042
806,0.000208,-,0.000042
807,0.000209,-,0.000042
808,0.000208,-,0.000000
809,0.000208,-,0.000041
810,0.000208,-,0.000042
811,0.000208,-,0.000000
812,0.000209,-,0.000000
813,0.000208,-,0.000042
814,0.000166,-,0.000000
815,0.000208,-,0.000000
816,0.000208,-,0.000000
817,0.000209,-,0.000000
818,0.000208,-,0.000000
819,0.000208,-,0.000000
820,0.000208,-,0.000000
821,0.000208,-,0.000042
822,0.000208,-,0.000041
823,0.000250,-,0.000041
824,0.000208,-,0.000000
825,0.000250,-,0.000042
826,0.000250,-,0.000000
827,0.000250,-,0.000000
828,0.000208,-,0.000042
829,0.000208,-,0.000042
830,0.000208,-,0.000042
831,0.000208,-,0.000000
832,0.000209,-,0.000041
833,0.000209,-,0.000042
834,0.000208,-,0.000042
835,0.000208,-,0.000042
836,0.000167,-,0.000042
837,0.000208,-,0.000042
838,0.000208,-,0.000000
839,0.000250,-,0.000042
840,0.000208,-,0.000000
841,0.000209,-,0.000042
842,0.000167,-,0.000000
843,0.000166,-,0.000042
844,0.000209,-,0.000000
845,0.000208,-,0.000000
846,0.000250,-,0.000000
847,0.000250,-,0.000042
848,0.000209,-,0.000000
849,0.000250,-,0.000042
850,0.000250,-,0.000000
851,0.000208,-,0.000000
852,0.000209,-,0.000000
853,0.000208,-,0.000042
854,0.000250,-,0.000250
855,0.000250,-,0.000000
856,0.000167,-,0.000042
857,0.000250,-,0.000000
858,0.000208,-,0.000042
859,0.000209,-,0.000041
860,0.000250,-,0.000042
861,0.000167,-,0.000000
862,0.000209,-,0.000000
863,0.000166,-,0.000000
864,0.000209,-,0.000000
865,0.000208,-,0.000042
866,0.000209,-,0.000041
867,0.000250,-,0.000000
868,0.000208,-,0.000042
869,0.000208,-,0.000000
870,0.000208,-,0.000000
871,0.000209,-,0.000000
872,0.000250,-,0.000041
873,0.000250,-,0.000041
874,0.000250,-,0.000042
875,0.000250,-,0.000041
876,0.000250,-,0.000042
877,0.000250,-,0.000000
878,0.000250,-,0.000000
879,0.000166,-,0.000041
880,0.000209,-,0.000041
881,0.000250,-,0.000000
882,0.000250,-,0.000000
883,0.000209,-,0.000042
884,0.000208,-,0.000042
885,0.000250,-,0.000041
886,0.000250,-,0.000042
887,0.000250,-,0.000042
888,0.000250,-,0.000042
889,0.000250,-,0.000000
890,0.000250,-,0.000000
891,0.000250,-,0.000000
892,0.000208,-,0.000041
893,0.000250,-,0.000000
894,0.000250,-,0.000041
895,0.000208,-,0.000042
896,0.000208,-,0.000000
897,0.000208,-,0.000041
898,0.000250,-,0.000041
899,0.000250,-,0.000000
900,0.000250,-,0.000000
901,0.000208,-,0.000000
902,0.000208,-,0.000042
903,0.000250,-,0.000041
904,0.000250,-,0.000042
905,0.000250,-,0.000000
906,0.000208,-,0.000000
907,0.000250,-,0.000000
908,0.000250,-,0.000042
909,0.000292,-,0.000041
910,0.000208,-,0.000042
911,0.000250,-,0.000000
912,0.000250,-,0.000041
913,0.000250,-,0.000041
914,0.000208,-,0.000000
915,0.000208,-,0.000042
916,0.000209,-,0.000042
917,0.000250,-,0.000000
918,0.000250,-,0.000042
919,0.000250,-,0.000000
920,0.000208,-,0.000000
921,0.000250,-,0.000000
922,0.000250,-,0.000000
923,0.000209,-,0.000000
924,0.000250,-,0.000041
925,0.000250,-,0.000000
926,0.000250,-,0.000041
927,0.000250,-,0.000000
928,0.000166,-,0.000000
929,0.000250,-,0.000042
930,0.000250,-,0.000041
931,0.000250,-,0.000041
932,0.000291,-,0.000041
933,0.000250,-,0.000000
934,0.000250,-,0.000000
935,0.000250,-,0.000000
936,0.000250,-,0.000042
937,0.000250,-,0.000042
938,0.000250,-,0.000042
939,0.000250,-,0.000041
940,0.000250,-,0.000000
941,0.000250,-,0.000042
942,0.000250,-,0.000041
943,0.000250,-,0.000042
944,0.000334,-,0.000041
945,0.000250,-,0.000000
946,0.000250,-,0.000000
947,0.000250,-,0.000000
948,0.000291,-,0.000042
949,0.000250,-,0.000000
950,0.000250,-,0.000000
951,0.000291,-,0.000042
952,0.000250,-,0.000000
953,0.000250,-,0.000041
954,0.000250,-,0.000042
955,0.000250,-,0.000042
956,0.000250,-,0.000042
957,0.000291,-,0.000000
958,0.000291,-,0.000042
959,0.000292,-,0.000041
960,0.000250,-,0.000000
961,0.000250,-,0.000000
962,0.000250,-,0.000042
963,0.000250,-,0.000042
964,0.000292,-,0.000041
965,0.000208,-,0.000000
966,0.000250,-,0.000041
967,0.000292,-,0.000000
968,0.000292,-,0.000041
969,0.000250,-,0.000042
970,0.000250,-,0.000042
971,0.000291,-,0.000000
972,0.000292,-,0.000042
973,0.000333,-,0.000041
974,0.000292,-,0.000042
975,0.000375,-,0.000042
976,0.000333,-,0.000000
977,0.000416,-,0.000042
978,0.000292,-,0.000042
979,0.000292,-,0.000042
980,0.000250,-,0.000000
981,0.000250,-,0.000042
982,0.000292,-,0.000000
983,0.000291,-,0.000000
984,0.000333,-,0.000000
