N,Iterative,Recursive,Dynamic Programming
68,0.000750,-,0.000125
69,0.000750,-,0.000083
70,0.000958,-,0.000167
71,0.000750,-,0.000209
72,0.000792,-,0.000125
73,0.000791,-,0.000125
74,0.000792,-,0.000084
75,0.000834,-,0.000125
76,0.000917,-,0.000209
77,0.000833,-,0.000250
78,0.001291,-,0.000209
79,0.000833,-,0.000166
80,0.000875,-,0.000125
81,0.000834,-,0.000167
82,0.000833,-,0.000083
83,0.000875,-,0.000125
84,0.000834,-,0.000250
85,0.000958,-,0.000125
86,0.000875,-,0.000125
87,0.001125,-,0.000167
88,0.001167,-,0.003250
89,0.001208,-,0.000333
90,0.001208,-,0.000542
91,0.001375,-,0.000167
92,0.001042,-,0.000209
93,0.000959,-,0.002666
94,0.001000,-,0.000084
95,0.001084,-,0.000125
96,0.001291,-,0.000041
97,0.001042,-,0.000083
98,0.001209,-,0.000084
99,0.001125,-,0.000083
100,0.001084,-,0.000083
101,0.001375,-,0.000042
102,0.001083,-,0.000083
103,0.001125,-,0.000042
104,0.001083,-,0.000041
105,0.001083,-,0.000084
106,0.001125,-,0.000042
107,0.001291,-,0.000084
108,0.001166,-,0.000083
109,0.001125,-,0.000042
110,0.001250,-,0.000042
111,0.001541,-,0.000042
112,0.001208,-,0.000042
113,0.001459,-,0.000000
114,0.001208,-,0.000042
115,0.001458,-,0.000000
116,0.001291,-,0.000000
117,0.001167,-,0.000083
118,0.001542,-,0.000084
119,0.001458,-,0.000042
120,0.003250,-,0.000042
121,0.001250,-,0.000041
122,0.001250,-,0.000041
123,0.001417,-,0.000042
124,0.001292,-,0.000083
125,0.000791,-,0.000000
126,0.000375,-,0.000083
127,0.000375,-,0.000083
128,0.000250,-,0.000083
129,0.000375,-,0.000125
130,0.000375,-,0.000041
131,0.000500,-,0.000250
132,0.000292,-,0.000042
133,0.000250,-,0.000041
134,0.000417,-,0.000000
135,0.000292,-,0.000166
136,0.000375,-,0.000083
137,0.000334,-,0.000208
138,0.000417,-,0.000125
139,0.000334,-,0.000125
140,0.000292,-,0.000167
141,0.000333,-,0.000209
142,0.000458,-,0.000125
143,0.000416,-,0.000084
144,0.000291,-,0.000166
145,0.000292,-,0.000042
146,0.000291,-,0.000042
147,0.000334,-,0.000041
148,0.000292,-,0.000083
149,0.000417,-,0.000084
150,0.000333,-,0.000042
151,0.000292,-,0.000042
152,0.000291,-,0.000041
153,0.000334,-,0.000041
154,0.000333,-,0.000041
155,0.000333,-,0.000042
156,0.000417,-,0.000042
157,0.005041,-,0.000167
158,0.000416,-,0.000083
159,0.000334,-,0.000083
160,0.000333,-,0.000084
161,0.000416,-,0.000084
162,0.000375,-,0.000083
163,0.000333,-,0.000084
164,0.000291,-,0.000083
165,0.000375,-,0.000042
166,0.000333,-,0.000042
167,0.000458,-,0.000250
168,0.000333,-,0.000042
169,0.000417,-,0.000041
170,0.000375,-,0.000084
171,0.000375,-,0.000042
172,0.000333,-,0.000042
173,0.000459,-,0.000042
174,0.000375,-,0.000083
175,0.000375,-,0.000042
176,0.000375,-,0.000042
177,0.000834,-,0.000041
178,0.000458,-,0.000000
179,0.000416,-,0.000042
180,0.000375,-,0.000000
181,0.000334,-,0.000042
182,0.000334,-,0.000041
183,0.000375,-,0.000083
184,0.000417,-,0.000041
185,0.000500,-,0.000042
186,0.000375,-,0.000042
187,0.000375,-,0.000000
188,0.000417,-,0.000042
189,0.000417,-,0.000084
190,0.000458,-,0.000083
191,0.000417,-,0.000292
192,0.000417,-,0.000250
193,0.000458,-,0.000167
194,0.000667,-,0.000166
195,0.000541,-,0.000208
196,0.000625,-,0.000083
197,0.000417,-,0.000166
198,0.000500,-,0.000167
199,0.000583,-,0.000041
200,0.000375,-,0.000083
201,0.000542,-,0.000125
202,0.000500,-,0.000083
203,0.000375,-,0.000166
204,0.000375,-,0.000083
205,0.000500,-,0.000084
206,0.000458,-,0.000166
207,0.000417,-,0.000083
208,0.000416,-,0.000042
209,0.000459,-,0.000042
210,0.000458,-,0.000125
211,0.000500,-,0.000042
212,0.000500,-,0.000083
213,0.000542,-,0.000000
214,0.000458,-,0.000084
215,0.000500,-,0.000125
216,0.000542,-,0.000125
217,0.000417,-,0.000084
218,0.000500,-,0.000084
219,0.000875,-,0.000041
220,0.000458,-,0.000041
221,0.000458,-,0.000042
222,0.000458,-,0.000042
223,0.000458,-,0.000042
224,0.000459,-,0.000041
225,0.000458,-,0.000083
226,0.000458,-,0.000042
227,0.000500,-,0.000042
228,0.000458,-,0.000042
229,0.000459,-,0.000041
230,0.000458,-,0.000083
231,0.000500,-,0.000042
232,0.000458,-,0.000042
233,0.000500,-,0.000042
234,0.000458,-,0.000167
235,0.000500,-,0.000125
236,0.000500,-,0.000042
237,0.000459,-,0.000042
238,0.000500,-,0.000000
239,0.000500,-,0.000125
240,0.000583,-,0.000042
241,0.000458,-,0.000042
242,0.000459,-,0.000000
243,0.000458,-,0.000042
244,0.000625,-,0.000041
245,0.000583,-,0.000042
246,0.000500,-,0.000042
247,0.000458,-,0.000042
248,0.000542,-,0.000042
249,0.000458,-,0.000000
250,0.000500,-,0.000042
251,0.000500,-,0.000042
252,0.000625,-,0.000041
253,0.000750,-,0.000041
254,0.000500,-,0.000084
255,0.000500,-,0.000041
256,0.000500,-,0.000042
257,0.000500,-,0.000083
258,0.000542,-,0.000083
259,0.000500,-,0.000000
260,0.000500,-,0.000042
261,0.000583,-,0.000041
262,0.000500,-,0.000041
263,0.000542,-,0.000042
264,0.000541,-,0.000042
265,0.000542,-,0.000041
266,0.000541,-,0.000041
267,0.000542,-,0.000000
268,0.000542,-,0.000042
269,0.000541,-,0.000041
270,0.000542,-,0.000042
271,0.000583,-,0.000042
272,0.000541,-,0.004291
273,0.002166,-,0.000083
274,0.000541,-,0.000000
275,0.000542,-,0.000041
276,0.000584,-,0.000000
277,0.000542,-,0.000041
278,0.000583,-,0.000000
279,0.000583,-,0.000041
280,0.000584,-,0.000000
281,0.000542,-,0.000000
282,0.000541,-,0.000041
283,0.000542,-,0.000000
284,0.000792,-,0.000041
285,0.000541,-,0.000041
286,0.000542,-,0.000042
287,0.000583,-,0.000000
288,0.000583,-,0.000000
289,0.000583,-,0.000042
290,0.000584,-,0.000042
291,0.000583,-,0.000042
292,0.000583,-,0.000000
293,0.000583,-,0.000000
294,0.000584,-,0.000041
295,0.000625,-,0.000042
296,0.000584,-,0.000000
297,0.000583,-,0.000042
298,0.000584,-,0.000042
299,0.000583,-,0.000042
300,0.000584,-,0.000083
301,0.000583,-,0.000000
302,0.000625,-,0.000042
303,0.000625,-,0.000000
304,0.000584,-,0.000042
305,0.000625,-,0.000000
306,0.000625,-,0.000000
307,0.000625,-,0.000000
308,0.000625,-,0.000042
309,0.000625,-,0.000000
310,0.000625,-,0.000042
311,0.000792,-,0.000042
312,0.000625,-,0.000000
313,0.000625,-,0.000000
314,0.000666,-,0.000042
315,0.000625,-,0.000000
316,0.000625,-,0.000000
317,0.000625,-,0.000000
318,0.000625,-,0.000042
319,0.000667,-,0.000041
320,0.000625,-,0.000042
321,0.000625,-,0.000041
322,0.000625,-,0.000041
323,0.000625,-,0.000042
324,0.000666,-,0.000042
325,0.000625,-,0.000000
326,0.000625,-,0.000000
327,0.000625,-,0.000042
328,0.000667,-,0.000042
329,0.000667,-,0.000000
330,0.000667,-,0.000041
331,0.000667,-,0.000042
332,0.000666,-,0.000042
333,0.000667,-,0.000041
334,0.000666,-,0.000000
335,0.000666,-,0.000000
336,0.000667,-,0.000041
337,0.001667,-,0.000000
338,0.000667,-,0.000000
339,0.000667,-,0.000000
340,0.000666,-,0.000042
341,0.000666,-,0.000042
342,0.000709,-,0.000000
343,0.000667,-,0.000042
344,0.000667,-,0.000041
345,0.000667,-,0.000042
346,0.000666,-,0.000000
347,0.000667,-,0.000042
348,0.000667,-,0.000042
349,0.000667,-,0.000042
350,0.000708,-,0.000041
351,0.000708,-,0.000041
352,0.000667,-,0.000000
353,0.000709,-,0.000000
354,0.000708,-,0.000042
355,0.000666,-,0.000000
356,0.000708,-,0.000042
357,0.000666,-,0.000000
358,0.000708,-,0.000042
359,0.000709,-,0.000042
360,0.001000,-,0.000000
361,0.000708,-,0.000041
362,0.000709,-,0.000042
363,0.000709,-,0.000000
364,0.000708,-,0.000000
365,0.000709,-,0.000042
366,0.000708,-,0.000000
367,0.000750,-,0.000000
368,0.000709,-,0.000042
369,0.000708,-,0.000042
370,0.000750,-,0.000041
371,0.000750,-,0.000000
372,0.000750,-,0.000000
373,0.000750,-,0.000000
374,0.000709,-,0.000000
375,0.000708,-,0.000000
376,0.000750,-,0.000042
377,0.000709,-,0.000000
378,0.000709,-,0.000000
379,0.000708,-,0.000042
380,0.000750,-,0.000041
381,0.000709,-,0.000041
382,0.001000,-,0.000000
383,0.000708,-,0.000041
384,0.000750,-,0.000042
385,0.000750,-,0.000000
386,0.000750,-,0.000000
387,0.000750,-,0.000000
388,0.000750,-,0.000000
389,0.000750,-,0.000042
390,0.000750,-,0.000042
391,0.000750,-,0.000000
392,0.000792,-,0.000000
393,0.000750,-,0.000041
394,0.000791,-,0.000000
395,0.000792,-,0.000041
396,0.000792,-,0.000000
397,0.000792,-,0.000000
398,0.000791,-,0.000041
399,0.000750,-,0.000041
400,0.000792,-,0.000000
401,0.000792,-,0.000042
402,0.000792,-,0.000000
403,0.000959,-,0.000042
404,0.000750,-,0.000041
405,0.000750,-,0.000042
406,0.000792,-,0.000042
407,0.000791,-,0.000042
408,0.000834,-,0.000000
409,0.000750,-,0.000041
410,0.000791,-,0.000041
411,0.000791,-,0.000042
412,0.000792,-,0.000042
413,0.000791,-,0.000042
414,0.000791,-,0.000042
415,0.000792,-,0.000042
416,0.000792,-,0.000000
417,0.000833,-,0.000000
418,0.000791,-,0.000042
419,0.000833,-,0.000041
420,0.000791,-,0.000000
421,0.000791,-,0.000042
422,0.000833,-,0.000000
423,0.001083,-,0.000042
424,0.000875,-,0.000042
425,0.000834,-,0.000000
426,0.000833,-,0.000041
427,0.000834,-,0.000042
428,0.000833,-,0.000041
429,0.000833,-,0.000000
430,0.000834,-,0.000000
431,0.000875,-,0.000250
432,0.000834,-,0.000000
433,0.000834,-,0.000042
434,0.000917,-,0.000042
435,0.000833,-,0.000042
436,0.000833,-,0.000042
437,0.000875,-,0.000042
438,0.000833,-,0.000041
439,0.000833,-,0.000042
440,0.000875,-,0.000000
441,0.000833,-,0.000000
442,0.001167,-,0.000042
443,0.000875,-,0.000042
444,0.000875,-,0.000042
445,0.000916,-,0.000041
446,0.000875,-,0.000042
447,0.000875,-,0.000042
448,0.000917,-,0.000042
449,0.000833,-,0.000042
450,0.000875,-,0.000041
451,0.000875,-,0.000042
452,0.000834,-,0.000041
453,0.000875,-,0.000000
454,0.000875,-,0.000000
455,0.000875,-,0.000042
456,0.000875,-,0.000042
457,0.000875,-,0.000042
458,0.000917,-,0.000042
459,0.000916,-,0.000041
460,0.001042,-,0.000000
461,0.000875,-,0.000000
462,0.000917,-,0.000042
463,0.000917,-,0.000042
464,0.000916,-,0.000042
465,0.000917,-,0.000041
466,0.000917,-,0.000041
467,0.000916,-,0.000042
468,0.000917,-,0.000042
469,0.000916,-,0.000042
470,0.000917,-,0.000042
471,0.000917,-,0.000042
472,0.000875,-,0.000042
473,0.000917,-,0.000000
474,0.000917,-,0.000042
475,0.000917,-,0.000041
476,0.000917,-,0.000041
477,0.019750,-,0.000042
478,0.000916,-,0.000042
479,0.000916,-,0.000042
480,0.000916,-,0.000000
481,0.000958,-,0.000042
482,0.000959,-,0.000041
483,0.000959,-,0.000000
484,0.000959,-,0.000000
485,0.000875,-,0.000041
486,0.000959,-,0.000041
487,0.000917,-,0.000000
488,0.000958,-,0.000000
489,0.000958,-,0.000000
490,0.000959,-,0.000000
491,0.001000,-,0.000042
492,0.000959,-,0.000042
493,0.000959,-,0.000000
494,0.005458,-,0.000042
495,0.001000,-,0.000042
496,0.000958,-,0.000042
497,0.001000,-,0.000042
498,0.000958,-,0.000041
499,0.001000,-,0.000000
500,0.001000,-,0.000041
501,0.001000,-,0.000000
502,0.000959,-,0.000000
503,0.000958,-,0.000042
504,0.001000,-,0.000041
505,0.001000,-,0.000000
506,0.001041,-,0.000000
507,0.000959,-,0.000000
508,0.001042,-,0.000042
509,0.001000,-,0.000000
510,0.001000,-,0.000000
511,0.007375,-,0.000000
512,0.001000,-,0.000000
513,0.001042,-,0.000042
514,0.001000,-,0.000041
515,0.001041,-,0.000000
516,0.001041,-,0.000000
517,0.001041,-,0.000042
518,0.001042,-,0.000041
519,0.000958,-,0.000000
520,0.001000,-,0.000000
521,0.001000,-,0.000000
522,0.001000,-,0.000000
523,0.001000,-,0.000042
524,0.001000,-,0.000041
525,0.001042,-,0.000042
526,0.004083,-,0.000042
527,0.001041,-,0.000000
528,0.001041,-,0.000000
529,0.001041,-,0.000041
530,0.001041,-,0.000042
531,0.001042,-,0.000042
532,0.001041,-,0.000042
533,0.001042,-,0.000042
534,0.001000,-,0.000042
535,0.001041,-,0.000042
536,0.001042,-,0.000041
537,0.001000,-,0.000000
538,0.001042,-,0.000041
539,0.001042,-,0.000042
540,0.001041,-,0.000042
541,0.001042,-,0.000000
542,0.006459,-,0.000000
543,0.001084,-,0.000042
544,0.001041,-,0.000000
545,0.001084,-,0.000000
546,0.001041,-,0.000000
547,0.001041,-,0.000042
548,0.001125,-,0.000042
549,0.001042,-,0.000041
550,0.016375,-,0.000042
551,0.001125,-,0.000042
552,0.001041,-,0.000042
553,0.001083,-,0.000042
554,0.001083,-,0.000000
555,0.001083,-,0.000000
556,0.001042,-,0.000042
557,0.007000,-,0.000000
558,0.001083,-,0.000000
559,0.001083,-,0.000041
560,0.001083,-,0.000042
561,0.001084,-,0.000000
562,0.001083,-,0.000000
563,0.001084,-,0.000000
564,0.001084,-,0.000041
565,0.001084,-,0.000000
566,0.001125,-,0.000041
567,0.001125,-,0.000125
568,0.001125,-,0.000042
569,0.001125,-,0.000000
570,0.001125,-,0.000041
571,0.004875,-,0.000042
572,0.001083,-,0.000041
573,0.001125,-,0.000041
574,0.001125,-,0.000041
575,0.001417,-,0.000042
576,0.001375,-,0.000000
577,0.001125,-,0.000041
578,0.001125,-,0.000041
579,0.001125,-,0.000000
580,0.001125,-,0.000000
581,0.001125,-,0.000000
582,0.001125,-,0.000042
583,0.001125,-,0.000000
584,0.001125,-,0.000042
585,0.003875,-,0.000042
586,0.001125,-,0.000000
587,0.001125,-,0.000000
588,0.001416,-,0.000042
589,0.001250,-,0.000042
590,0.001125,-,0.000041
591,0.001125,-,0.000000
592,0.001166,-,0.000041
593,0.001167,-,0.000041
594,0.001167,-,0.000041
595,0.001208,-,0.000042
596,0.001167,-,0.000000
597,0.001167,-,0.000000
598,0.001166,-,0.000042
599,0.005042,-,0.000041
600,0.001167,-,0.000041
601,0.001209,-,0.000042
602,0.001167,-,0.000000
603,0.001167,-,0.000042
604,0.001167,-,0.000042
605,0.001166,-,0.000041
606,0.001167,-,0.000041
607,0.001292,-,0.000000
608,0.001166,-,0.000042
609,0.001166,-,0.000042
610,0.001167,-,0.000000
611,0.001166,-,0.000041
612,0.001166,-,0.000042
613,0.007042,-,0.000042
614,0.001167,-,0.000041
615,0.001208,-,0.000042
616,0.001166,-,0.000000
617,0.001167,-,0.000041
618,0.001209,-,0.000000
619,0.001208,-,0.000042
620,0.001250,-,0.000042
621,0.001208,-,0.000042
622,0.001208,-,0.000042
623,0.001209,-,0.000041
624,0.001250,-,0.000042
625,0.001208,-,0.000042
626,0.006041,-,0.000000
627,0.001250,-,0.000041
628,0.001208,-,0.000000
629,0.001250,-,0.000000
630,0.001250,-,0.000041
631,0.001208,-,0.000042
632,0.001250,-,0.000042
633,0.001250,-,0.000000
634,0.001250,-,0.000000
635,0.001250,-,0.000000
636,0.001208,-,0.000042
637,0.001250,-,0.000042
638,0.001250,-,0.000042
639,0.006708,-,0.000042
640,0.001250,-,0.000000
641,0.001250,-,0.000042
642,0.001292,-,0.000000
643,0.001250,-,0.000042
644,0.001250,-,0.000000
645,0.001250,-,0.000041
646,0.001250,-,0.000042
647,0.001292,-,0.000041
648,0.001292,-,0.000041
649,0.001292,-,0.000042
650,0.001292,-,0.000042
651,0.000583,-,0.000042
652,0.000167,-,0.000000
653,0.000208,-,0.000042
654,0.000167,-,0.000042
655,0.000167,-,0.000042
656,0.000167,-,0.000000
657,0.000167,-,0.000042
658,0.000125,-,0.000000
659,0.000167,-,0.000042
660,0.000125,-,0.000000
661,0.000125,-,0.000041
662,0.000167,-,0.000041
663,0.000167,-,0.000000
664,0.000125,-,0.000000
665,0.000167,-,0.000000
666,0.000125,-,0.000000
667,0.000166,-,0.000041
668,0.000166,-,0.000000
669,0.000166,-,0.000000
670,0.000167,-,0.000000
671,0.000209,-,0.000000
672,0.000166,-,0.000000
673,0.000125,-,0.000042
674,0.000250,-,0.000042
675,0.000209,-,0.000042
676,0.000167,-,0.000042
677,0.000208,-,0.000042
678,0.000166,-,0.000000
679,0.000167,-,0.000000
680,0.000208,-,0.000042
681,0.000208,-,0.000000
682,0.000209,-,0.000042
683,0.000208,-,0.000041
684,0.000208,-,0.000042
685,0.000209,-,0.000041
686,0.000208,-,0.000042
687,0.000208,-,0.000042
688,0.000209,-,0.000042
689,0.000208,-,0.000041
690,0.000167,-,0.000000
691,0.000208,-,0.000000
692,0.000167,-,0.000041
693,0.000166,-,0.000042
694,0.000166,-,0.000000
695,0.000167,-,0.000000
696,0.000167,-,0.000000
697,0.000208,-,0.000042
698,0.000167,-,0.000000
699,0.000208,-,0.000042
700,0.000167,-,0.000042
701,0.000167,-,0.000041
702,0.000208,-,0.000000
703,0.000167,-,0.000000
704,0.000167,-,0.000000
705,0.000167,-,0.000042
706,0.000167,-,0.000000
707,0.000208,-,0.000000
708,0.000167,-,0.000041
709,0.000166,-,0.000041
710,0.000208,-,0.000041
711,0.000167,-,0.000000
712,0.000208,-,0.000000
713,0.000209,-,0.000042
714,0.000208,-,0.000041
715,0.000166,-,0.000042
716,0.000167,-,0.000000
717,0.000208,-,0.000000
718,0.000167,-,0.000041
719,0.000208,-,0.000000
720,0.000167,-,0.000000
721,0.000208,-,0.000042
722,0.000209,-,0.000042
723,0.000209,-,0.000000
724,0.000167,-,0.000000
725,0.000166,-,0.000000
726,0.000167,-,0.000041
727,0.000209,-,0.000042
728,0.000167,-,0.000042
729,0.000209,-,0.000042
730,0.000166,-,0.000042
731,0.000208,-,0.000000
732,0.000209,-,0.000041
733,0.000166,-,0.000042
734,0.000208,-,0.000041
735,0.000166,-,0.000000
736,0.000167,-,0.000542
737,0.000167,-,0.000083
738,0.000125,-,0.000000
739,0.000167,-,0.000042
740,0.000209,-,0.000084
741,0.000166,-,0.000000
742,0.000250,-,0.000125
743,0.000250,-,0.000125
744,0.000208,-,0.000042
745,0.000208,-,0.000167
746,0.000292,-,0.000042
747,0.000209,-,0.000000
748,0.000167,-,0.000042
749,0.000167,-,0.000042
750,0.000166,-,0.000041
751,0.000167,-,0.000125
752,0.000250,-,0.000000
753,0.000209,-,0.000166
754,0.000250,-,0.000125
755,0.000208,-,0.000000
756,0.000209,-,0.000000
757,0.000167,-,0.000083
758,0.000125,-,0.000083
759,0.000250,-,0.000000
760,0.000208,-,0.000000
761,0.000167,-,0.000000
762,0.000208,-,0.000084
763,0.000292,-,0.000042
764,0.000208,-,0.000166
765,0.000208,-,0.000042
766,0.000291,-,0.000000
767,0.000166,-,0.000042
768,0.000166,-,0.000125
769,0.000167,-,0.000125
770,0.000250,-,0.000041
771,0.000208,-,0.000083
772,0.000209,-,0.000334
773,0.000166,-,0.000125
774,0.000167,-,0.000000
775,0.000208,-,0.000166
776,0.000208,-,0.000084
777,0.000209,-,0.000041
778,0.000250,-,0.000084
779,0.000292,-,0.000000
780,0.000208,-,0.000000
781,0.000209,-,0.000042
782,0.000208,-,0.000041
783,0.000167,-,0.000000
784,0.000208,-,0.000000
785,0.000209,-,0.000041
786,0.000208,-,0.000083
787,0.000208,-,0.000042
788,0.000208,-,0.000000
789,0.000167,-,0.000125
790,0.000250,-,0.000000
791,0.000292,-,0.000042
792,0.000166,-,0.000166
793,0.000250,-,0.000000
794,0.000167,-,0.000125
795,0.000208,-,0.000000
796,0.000167,-,0.000000
797,0.000208,-,0.000125
798,0.000250,-,0.000042
799,0.000209,-,0.000000
800,0.000208,-,0.000167
801,0.000291,-,0.000125
802,0.000166,-,0.000083
803,0.000250,-,0.000167
804,0.000250,-,0.000208
805,0.000208,-,0.000000
806,0.000208,-,0.000041
807,0.000209,-,0.000042
808,0.000209,-,0.000041
809,0.000208,-,0.000042
810,0.000250,-,0.000041
811,0.000250,-,0.000166
812,0.000209,-,0.000042
813,0.000250,-,0.000041
814,0.000167,-,0.000083
815,0.000208,-,0.000042
816,0.000250,-,0.000041
817,0.000209,-,0.000042
818,0.000209,-,0.000042
819,0.000209,-,0.000042
820,0.000209,-,0.000042
821,0.000209,-,0.000041
822,0.000208,-,0.000041
823,0.000208,-,0.000000
824,0.000250,-,0.000041
825,0.000208,-,0.000042
826,0.000208,-,0.000042
827,0.000209,-,0.000042
828,0.000208,-,0.000000
829,0.000208,-,0.000042
830,0.000208,-,0.000042
831,0.000250,-,0.000042
832,0.000209,-,0.000042
833,0.000209,-,0.000041
834,0.000209,-,0.000042
835,0.000209,-,0.000042
836,0.000209,-,0.000041
837,0.000208,-,0.000042
838,0.000250,-,0.000041
839,0.000166,-,0.000000
840,0.000292,-,0.000000
841,0.000209,-,0.000000
842,0.000250,-,0.000000
843,0.000208,-,0.000000
844,0.000292,-,0.000042
845,0.000292,-,0.000000
846,0.000208,-,0.000042
847,0.000167,-,0.000000
848,0.000208,-,0.000042
849,0.000208,-,0.000000
850,0.000208,-,0.000000
851,0.000292,-,0.000042
852,0.000333,-,0.000000
853,0.000250,-,0.000041
854,0.000250,-,0.000000
855,0.000250,-,0.000000
856,0.000250,-,0.000000
857,0.000250,-,0.000042
858,0.000209,-,0.000000
859,0.000209,-,0.000042
860,0.000166,-,0.000000
861,0.000208,-,0.000000
862,0.000250,-,0.000041
863,0.000292,-,0.000000
864,0.000209,-,0.000041
865,0.000250,-,0.000000
866,0.000208,-,0.000042
867,0.000208,-,0.000042
868,0.000250,-,0.000000
869,0.000166,-,0.000000
870,0.000250,-,0.000000
871,0.000250,-,0.000000
872,0.000292,-,0.000000
873,0.000208,-,0.000000
874,0.000250,-,0.000000
875,0.000250,-,0.000042
876,0.000208,-,0.000000
877,0.000208,-,0.000000
878,0.000209,-,0.000041
879,0.000208,-,0.000042
880,0.000208,-,0.000042
881,0.000208,-,0.000000
882,0.000250,-,0.000000
883,0.000209,-,0.000000
884,0.000209,-,0.000000
885,0.000209,-,0.000042
886,0.000208,-,0.000000
887,0.000208,-,0.000000
888,0.000250,-,0.000041
889,0.000209,-,0.000042
890,0.000250,-,0.000000
891,0.000250,-,0.000041
892,0.000250,-,0.000000
893,0.000250,-,0.000000
894,0.000250,-,0.000000
895,0.000291,-,0.000042
896,0.000292,-,0.000041
897,0.000250,-,0.000000
898,0.000209,-,0.000000
899,0.000208,-,0.000041
900,0.000208,-,0.000000
901,0.000209,-,0.000042
902,0.000250,-,0.000000
903,0.000250,-,0.000042
904,0.000250,-,0.000000
905,0.000250,-,0.000041
906,0.000208,-,0.000000
907,0.000250,-,0.000041
908,0.000292,-,0.000000
909,0.000250,-,0.000041
910,0.000250,-,0.000042
911,0.000250,-,0.000000
912,0.000250,-,0.000042
913,0.000250,-,0.000042
914,0.000333,-,0.000000
915,0.000250,-,0.000042
916,0.000250,-,0.000000
917,0.000250,-,0.000000
918,0.000250,-,0.000000
919,0.000250,-,0.000041
920,0.000250,-,0.000000
921,0.000250,-,0.000041
922,0.000209,-,0.000000
923,0.000250,-,0.000000
924,0.000250,-,0.000042
925,0.000250,-,0.000042
926,0.000250,-,0.000042
927,0.000208,-,0.000041
928,0.000333,-,0.000000
929,0.000250,-,0.000000
930,0.000250,-,0.000042
931,0.000208,-,0.000042
932,0.000250,-,0.000042
933,0.000291,-,0.000000
934,0.000250,-,0.000000
935,0.000250,-,0.000000
936,0.000250,-,0.000042
937,0.000250,-,0.000041
938,0.000250,-,0.000042
939,0.000250,-,0.000042
940,0.000250,-,0.000000
941,0.000208,-,0.000042
942,0.000208,-,0.000042
943,0.000208,-,0.000042
944,0.000209,-,0.000000
945,0.000250,-,0.000000
946,0.000250,-,0.000000
947,0.000209,-,0.000042
948,0.000333,-,0.000000
949,0.000291,-,0.000000
950,0.000334,-,0.000042
951,0.000333,-,0.000000
952,0.000375,-,0.000041
953,0.000291,-,0.000000
954,0.000292,-,0.000000
955,0.000250,-,0.000041
956,0.000250,-,0.000000
957,0.000250,-,0.000041
958,0.000250,-,0.000000
959,0.000292,-,0.000042
960,0.000250,-,0.000042
961,0.000250,-,0.000041
962,0.000250,-,0.000000
963,0.000250,-,0.000000
964,0.000250,-,0.000000
965,0.000250,-,0.000000
966,0.000250,-,0.000000
967,0.000250,-,0.000000
968,0.000250,-,0.000000
969,0.000250,-,0.000000
970,0.000250,-,0.000000
971,0.000250,-,0.000042
972,0.000250,-,0.000000
973,0.000334,-,0.000000
974,0.000333,-,0.000042
975,0.000291,-,0.000000
976,0.000334,-,0.000042
977,0.000333,-,0.000041
978,0.000333,-,0.000000
979,0.000250,-,0.000000
980,0.000250,-,0.000000
981,0.000250,-,0.000000
982,0.000250,-,0.000000
983,0.000250,-,0.000000
984,0.000250,-,0.000041
985,0.000250,-,0.000000
986,0.000250,-,0.000042
987,0.000250,-,0.000042
988,0.000250,-,0.000000
